symbol,total_return,sharpe_ratio,max_drawdown,win_rate,total_trades,composite_score,rank
064400,0,0,0,0,0,0.2,91
373220,0,0,0,0,0,0.2,92
003555,0,0,0,0,0,0.2,93
032640,0,0,0,0,0,0.2,94
011070,0,0,0,0,0,0.2,95
066570,0,0,0,0,0,0.2,96
066575,0,0,0,0,0,0.2,97
037560,0,0,0,0,0,0.2,98
051910,0,0,0,0,0,0.2,99
051915,0,0,0,0,0,0.2,100
044450,0,0,0,0,0,0.2,101
030200,0,0,0,0,0,0.2,102
033780,0,0,0,0,0,0.2,103
058850,0,0,0,0,0,0.2,104
058860,0,0,0,0,0,0.2,105
093050,0,0,0,0,0,0.2,106
003550,0,0,0,0,0,0.2,107
034220,0,0,0,0,0,0.2,108
051900,0,0,0,0,0,0.2,109
051905,0,0,0,0,0,0.2,110
034120,0,0,0,0,0,0.2,111
003080,0,0,0,0,0,0.2,112
005090,0,0,0,0,0,0.2,113
001380,0,0,0,0,0,0.2,114
004060,0,0,0,0,0,0.2,115
001770,0,0,0,0,0,0.2,116
002360,0,0,0,0,0,0.2,117
009160,0,0,0,0,0,0.2,118
033530,0,0,0,0,0,0.2,119
123700,0,0,0,0,0,0.2,120
344820,0,0,0,0,0,0.2,121
009070,0,0,0,0,0,0.2,122
092220,0,0,0,0,0,0.2,123
003620,0,0,0,0,0,0.2,124
016380,0,0,0,0,0,0.2,125
001390,0,0,0,0,0,0.2,126
001940,0,0,0,0,0,0.2,127
025000,0,0,0,0,0,0.2,128
092230,0,0,0,0,0,0.2,129
000040,0,0,0,0,0,0.2,130
025530,0,0,0,0,0,0.2,131
034730,0,0,0,0,0,0.2,132
011790,0,0,0,0,0,0.2,133
018670,0,0,0,0,0,0.2,134
001740,0,0,0,0,0,0.2,135
006120,0,0,0,0,0,0.2,136
006125,0,0,0,0,0,0.2,137
210980,0,0,0,0,0,0.2,138
395400,0,0,0,0,0,0.2,139
302440,0,0,0,0,0,0.2,140
38380K,0,0,0,0,0,0.2,141
023150,0,0,0,0,0,0.2,142
035420,0,0,0,0,0,0.2,143
181710,0,0,0,0,0,0.2,144
400760,0,0,0,0,0,0.2,145
005940,0,0,0,0,0,0.2,146
005945,0,0,0,0,0,0.2,147
338100,0,0,0,0,0,0.2,148
034310,0,0,0,0,0,0.2,149
030190,0,0,0,0,0,0.2,150
008260,0,0,0,0,0,0.2,151
004250,0,0,0,0,0,0.2,152
004255,0,0,0,0,0,0.2,153
456040,0,0,0,0,0,0.2,154
010060,0,0,0,0,0,0.2,155
178920,0,0,0,0,0,0.2,156
001340,0,0,0,0,0,0.2,157
005490,0,0,0,0,0,0.2,158
010950,0,0,0,0,0,0.2,159
010955,0,0,0,0,0,0.2,160
285130,0,0,0,0,0,0.2,161
28513K,0,0,0,0,0,0.2,162
017670,0,0,0,0,0,0.2,163
000660,0,0,0,0,0,0.2,164
003570,0,0,0,0,0,0.2,165
064960,0,0,0,0,0,0.2,166
100840,0,0,0,0,0,0.2,167
036530,0,0,0,0,0,0.2,168
005610,0,0,0,0,0,0.2,169
465770,0,0,0,0,0,0.2,170
326030,0,0,0,0,0,0.2,171
402340,0,0,0,0,0,0.2,172
361610,0,0,0,0,0,0.2,173
100090,0,0,0,0,0,0.2,174
03473K,0,0,0,0,0,0.2,175
096770,0,0,0,0,0,0.2,176
096775,0,0,0,0,0,0.2,177
475150,0,0,0,0,0,0.2,178
001510,0,0,0,0,0,0.2,179
001515,0,0,0,0,0,0.2,180
077970,0,0,0,0,0,0.2,181
002820,0,0,0,0,0,0.2,182
084870,0,0,0,0,0,0.2,183
002710,0,0,0,0,0,0.2,184
069260,0,0,0,0,0,0.2,185
007980,0,0,0,0,0,0.2,186
002900,0,0,0,0,0,0.2,187
024070,0,0,0,0,0,0.2,188
037270,0,0,0,0,0,0.2,189
139130,0,0,0,0,0,0.2,190
000500,0,0,0,0,0,0.2,191
000860,0,0,0,0,0,0.2,192
035250,0,0,0,0,0,0.2,193
011420,0,0,0,0,0,0.2,194
002100,0,0,0,0,0,0.2,195
009450,0,0,0,0,0,0.2,196
267290,0,0,0,0,0,0.2,197
012320,0,0,0,0,0,0.2,198
000050,0,0,0,0,0,0.2,199
214390,0,0,0,0,0,0.2,200
012610,0,0,0,0,0,0.2,201
009140,0,0,0,0,0,0.2,202
013580,0,0,0,0,0,0.2,203
012200,0,0,0,0,0,0.2,204
012205,0,0,0,0,0,0.2,205
002140,0,0,0,0,0,0.2,206
010130,0,0,0,0,0,0.2,207
002240,0,0,0,0,0,0.2,208
009290,0,0,0,0,0,0.2,209
017040,0,0,0,0,0,0.2,210
008870,0,0,0,0,0,0.2,211
002990,0,0,0,0,0,0.2,212
002995,0,0,0,0,0,0.2,213
011780,0,0,0,0,0,0.2,214
011785,0,0,0,0,0,0.2,215
214330,0,0,0,0,0,0.2,216
001210,0,0,0,0,0,0.2,217
073240,0,0,0,0,0,0.2,218
092440,0,0,0,0,0,0.2,219
000270,0,0,0,0,0,0.2,220
024110,0,0,0,0,0,0.2,221
013700,0,0,0,0,0,0.2,222
004540,0,0,0,0,0,0.2,223
004545,0,0,0,0,0,0.2,224
001260,0,0,0,0,0,0.2,225
008350,0,0,0,0,0,0.2,226
008355,0,0,0,0,0,0.2,227
004270,0,0,0,0,0,0.2,228
003920,0,0,0,0,0,0.2,229
003925,0,0,0,0,0,0.2,230
017900,0,0,0,0,0,0.2,231
037710,0,0,0,0,0,0.2,232
030610,0,0,0,0,0,0.2,233
339770,0,0,0,0,0,0.2,234
007690,0,0,0,0,0,0.2,235
002720,0,0,0,0,0,0.2,236
083420,0,0,0,0,0,0.2,237
014530,0,0,0,0,0,0.2,238
014280,0,0,0,0,0,0.2,239
014285,0,0,0,0,0,0.2,240
025860,0,0,0,0,0,0.2,241
005720,0,0,0,0,0,0.2,242
005725,0,0,0,0,0,0.2,243
002350,0,0,0,0,0,0.2,244
002355,0,0,0,0,0,0.2,245
092790,0,0,0,0,0,0.2,246
251270,0,0,0,0,0,0.2,247
090350,0,0,0,0,0,0.2,248
090355,0,0,0,0,0,0.2,249
000320,0,0,0,0,0,0.2,250
000325,0,0,0,0,0,0.2,251
006280,0,0,0,0,0,0.2,252
005250,0,0,0,0,0,0.2,253
005257,0,0,0,0,0,0.2,254
004370,0,0,0,0,0,0.2,255
072710,0,0,0,0,0,0.2,256
058730,0,0,0,0,0,0.2,257
030210,0,0,0,0,0,0.2,258
023590,0,0,0,0,0,0.2,259
145210,0,0,0,0,0,0.2,260
483650,0,0,0,0,0,0.2,261
019680,0,0,0,0,0,0.2,262
019685,0,0,0,0,0,0.2,263
006370,0,0,0,0,0,0.2,264
008060,0,0,0,0,0,0.2,265
00806K,0,0,0,0,0,0.2,266
353200,0,0,0,0,0,0.2,267
35320K,0,0,0,0,0,0.2,268
000490,0,0,0,0,0,0.2,269
005750,0,0,0,0,0,0.2,270
006570,0,0,0,0,0,0.2,271
001680,0,0,0,0,0,0.2,272
001685,0,0,0,0,0,0.2,273
084690,0,0,0,0,0,0.2,274
084695,0,0,0,0,0,0.2,275
128820,0,0,0,0,0,0.2,276
117580,0,0,0,0,0,0.2,277
016710,0,0,0,0,0,0.2,278
003540,0,0,0,0,0,0.2,279
003547,0,0,0,0,0,0.2,280
024890,0,0,0,0,0,0.2,281
002880,0,0,0,0,0,0.2,282
012800,0,0,0,0,0,0.2,283
015230,0,0,0,0,0,0.2,284
001070,0,0,0,0,0,0.2,285
006650,0,0,0,0,0,0.2,286
001440,0,0,0,0,0,0.2,287
084010,0,0,0,0,0,0.2,288
001790,0,0,0,0,0,0.2,289
001795,0,0,0,0,0,0.2,290
003545,0,0,0,0,0,0.2,291
009190,0,0,0,0,0,0.2,292
014160,0,0,0,0,0,0.2,293
047040,0,0,0,0,0,0.2,294
003090,0,0,0,0,0,0.2,295
069620,0,0,0,0,0,0.2,296
000430,0,0,0,0,0,0.2,297
006340,0,0,0,0,0,0.2,298
006345,0,0,0,0,0,0.2,299
003220,0,0,0,0,0,0.2,300
001130,0,0,0,0,0,0.2,301
003490,0,0,0,0,0,0.2,302
003495,0,0,0,0,0,0.2,303
005880,0,0,0,0,0,0.2,304
003830,0,0,0,0,0,0.2,305
016090,0,0,0,0,0,0.2,306
069460,0,0,0,0,0,0.2,307
475560,0,0,0,0,0,0.2,308
192080,0,0,0,0,0,0.2,309
012510,0,0,0,0,0,0.2,310
004830,0,0,0,0,0,0.2,311
004835,0,0,0,0,0,0.2,312
145720,0,0,0,0,0,0.2,313
002150,0,0,0,0,0,0.2,314
460850,0,0,0,0,0,0.2,315
460860,0,0,0,0,0,0.2,316
001230,0,0,0,0,0,0.2,317
023450,0,0,0,0,0,0.2,318
004140,0,0,0,0,0,0.2,319
007590,0,0,0,0,0,0.2,320
163560,0,0,0,0,0,0.2,321
004890,0,0,0,0,0,0.2,322
002690,0,0,0,0,0,0.2,323
000020,0,0,0,0,0,0.2,324
000150,0,0,0,0,0,0.2,325
000157,0,0,0,0,0,0.2,326
454910,0,0,0,0,0,0.2,327
241560,0,0,0,0,0,0.2,328
034020,0,0,0,0,0,0.2,329
000155,0,0,0,0,0,0.2,330
005960,0,0,0,0,0,0.2,331
005965,0,0,0,0,0,0.2,332
026960,0,0,0,0,0,0.2,333
102260,0,0,0,0,0,0.2,334
000640,0,0,0,0,0,0.2,335
170900,0,0,0,0,0,0.2,336
028100,0,0,0,0,0,0.2,337
001520,0,0,0,0,0,0.2,338
001527,0,0,0,0,0,0.2,339
084670,0,0,0,0,0,0.2,340
082640,0,0,0,0,0,0.2,341
001525,0,0,0,0,0,0.2,342
008970,0,0,0,0,0,0.2,343
049770,0,0,0,0,0,0.2,344
018500,0,0,0,0,0,0.2,345
006040,0,0,0,0,0,0.2,346
030720,0,0,0,0,0,0.2,347
014820,0,0,0,0,0,0.2,348
014825,0,0,0,0,0,0.2,349
111380,0,0,0,0,0,0.2,350
336260,0,0,0,0,0,0.2,351
33626K,0,0,0,0,0,0.2,352
33626L,0,0,0,0,0,0.2,353
016740,0,0,0,0,0,0.2,354
192650,0,0,0,0,0,0.2,355
024090,0,0,0,0,0,0.2,356
003160,0,0,0,0,0,0.2,357
092200,0,0,0,0,0,0.2,358
377190,0,0,0,0,0,0.2,359
013570,0,0,0,0,0,0.2,360
004000,0,0,0,0,0,0.2,361
004990,0,0,0,0,0,0.2,362
00499K,0,0,0,0,0,0.2,363
005300,0,0,0,0,0,0.2,364
005305,0,0,0,0,0,0.2,365
011170,0,0,0,0,0,0.2,366
071840,0,0,0,0,0,0.2,367
027740,0,0,0,0,0,0.2,368
357430,0,0,0,0,0,0.2,369
001080,0,0,0,0,0,0.2,370
024900,0,0,0,0,0,0.2,371
210540,0,0,0,0,0,0.2,372
032350,0,0,0,0,0,0.2,373
089860,0,0,0,0,0,0.2,374
330590,0,0,0,0,0,0.2,375
000400,0,0,0,0,0,0.2,376
023530,0,0,0,0,0,0.2,377
020150,0,0,0,0,0,0.2,378
280360,0,0,0,0,0,0.2,379
286940,0,0,0,0,0,0.2,380
009680,0,0,0,0,0,0.2,381
009580,0,0,0,0,0,0.2,382
009200,0,0,0,0,0,0.2,383
033920,0,0,0,0,0,0.2,384
008420,0,0,0,0,0,0.2,385
007120,0,0,0,0,0,0.2,386
396690,0,0,0,0,0,0.2,387
357250,0,0,0,0,0,0.2,388
085620,0,0,0,0,0,0.2,389
006800,0,0,0,0,0,0.2,390
088980,0,0,0,0,0,0.2,391
094800,0,0,0,0,0,0.2,392
138040,0,0,0,0,0,0.2,393
090370,0,0,0,0,0,0.2,394
118000,0,0,0,0,0,0.2,395
017180,0,0,0,0,0,0.2,396
009900,0,0,0,0,0,0.2,397
012690,0,0,0,0,0,0.2,398
005360,0,0,0,0,0,0.2,399
070960,0,0,0,0,0,0.2,400
00680K,0,0,0,0,0,0.2,401
006805,0,0,0,0,0,0.2,402
081660,0,0,0,0,0,0.2,403
002840,0,0,0,0,0,0.2,404
268280,0,0,0,0,0,0.2,405
107590,0,0,0,0,0,0.2,406
134380,0,0,0,0,0,0.2,407
003650,0,0,0,0,0,0.2,408
377740,0,0,0,0,0,0.2,409
003610,0,0,0,0,0,0.2,410
002070,0,0,0,0,0,0.2,411
100220,0,0,0,0,0,0.2,412
090460,0,0,0,0,0,0.2,413
005180,0,0,0,0,0,0.2,414
003960,0,0,0,0,0,0.2,415
008040,0,0,0,0,0,0.2,416
007160,0,0,0,0,0,0.2,417
014710,0,0,0,0,0,0.2,418
006090,0,0,0,0,0,0.2,419
062040,0,0,0,0,0,0.2,420
035150,0,0,0,0,0,0.2,421
007210,0,0,0,0,0,0.2,422
002760,0,0,0,0,0,0.2,423
003850,0,0,0,0,0,0.2,424
000890,0,0,0,0,0,0.2,425
003000,0,0,0,0,0,0.2,426
001270,0,0,0,0,0,0.2,427
001275,0,0,0,0,0,0.2,428
026940,0,0,0,0,0,0.2,429
011390,0,0,0,0,0,0.2,430
000815,0,0,0,0,0,0.2,431
006110,0,0,0,0,0,0.2,432
145990,0,0,0,0,0,0.2,433
145995,0,0,0,0,0,0.2,434
003230,0,0,0,0,0,0.2,435
002170,0,0,0,0,0,0.2,436
272550,0,0,0,0,0,0.2,437
000070,0,0,0,0,0,0.2,438
000075,0,0,0,0,0,0.2,439
003720,0,0,0,0,0,0.2,440
028050,0,0,0,0,0,0.2,441
448730,0,0,0,0,0,0.2,442
006400,0,0,0,0,0,0.2,443
006405,0,0,0,0,0,0.2,444
006660,0,0,0,0,0,0.2,445
028260,0,0,0,0,0,0.2,446
02826K,0,0,0,0,0,0.2,447
207940,0,0,0,0,0,0.2,448
032830,0,0,0,0,0,0.2,449
018260,0,0,0,0,0,0.2,450
009150,0,0,0,0,0,0.2,451
009155,0,0,0,0,0,0.2,452
005930,0,0,0,0,0,0.2,453
005935,0,0,0,0,0,0.2,454
001360,0,0,0,0,0,0.2,455
010140,0,0,0,0,0,0.2,456
016360,0,0,0,0,0,0.2,457
068290,0,0,0,0,0,0.2,458
029780,0,0,0,0,0,0.2,459
000810,0,0,0,0,0,0.2,460
002810,0,0,0,0,0,0.2,461
005680,0,0,0,0,0,0.2,462
023000,0,0,0,0,0,0.2,463
002450,0,0,0,0,0,0.2,464
004440,0,0,0,0,0,0.2,465
000520,0,0,0,0,0,0.2,466
009770,0,0,0,0,0,0.2,467
005500,0,0,0,0,0,0.2,468
004690,0,0,0,0,0,0.2,469
010960,0,0,0,0,0,0.2,470
004450,0,0,0,0,0,0.2,471
009470,0,0,0,0,0,0.2,472
011230,0,0,0,0,0,0.2,473
001820,0,0,0,0,0,0.2,474
000390,0,0,0,0,0,0.2,475
001290,0,0,0,0,0,0.2,476
041650,0,0,0,0,0,0.2,477
075180,0,0,0,0,0,0.2,478
007540,0,0,0,0,0,0.2,479
248170,0,0,0,0,0,0.2,480
007860,0,0,0,0,0,0.2,481
200880,0,0,0,0,0,0.2,482
017390,0,0,0,0,0,0.2,483
031210,0,0,0,0,0,0.2,484
004410,0,0,0,0,0,0.2,485
004415,0,0,0,0,0,0.2,486
021050,0,0,0,0,0,0.2,487
008490,0,0,0,0,0,0.2,488
136490,0,0,0,0,0,0.2,489
014910,0,0,0,0,0,0.2,490
306200,0,0,0,0,0,0.2,491
003030,0,0,0,0,0,0.2,492
019440,0,0,0,0,0,0.2,493
058650,0,0,0,0,0,0.2,494
013000,0,0,0,0,0,0.2,495
021820,0,0,0,0,0,0.2,496
067830,0,0,0,0,0,0.2,497
075580,0,0,0,0,0,0.2,498
068270,0,0,0,0,0,0.2,499
336370,0,0,0,0,0,0.2,500
014915,0,0,0,0,0,0.2,501
004980,0,0,0,0,0,0.2,502
004985,0,0,0,0,0,0.2,503
011300,0,0,0,0,0,0.2,504
000180,0,0,0,0,0,0.2,505
002420,0,0,0,0,0,0.2,506
004360,0,0,0,0,0,0.2,507
004365,0,0,0,0,0,0.2,508
004490,0,0,0,0,0,0.2,509
001430,0,0,0,0,0,0.2,510
005800,0,0,0,0,0,0.2,511
001720,0,0,0,0,0,0.2,512
009270,0,0,0,0,0,0.2,513
002700,0,0,0,0,0,0.2,514
002870,0,0,0,0,0,0.2,515
019170,0,0,0,0,0,0.2,516
019175,0,0,0,0,0,0.2,517
481850,0,0,0,0,0,0.2,518
404990,0,0,0,0,0,0.2,519
293940,0,0,0,0,0,0.2,520
33637K,0,0,0,0,0,0.2,521
33637L,0,0,0,0,0,0.2,522
248070,0,0,0,0,0,0.2,523
004430,0,0,0,0,0,0.2,524
017550,0,0,0,0,0,0.2,525
126720,0,0,0,0,0,0.2,526
053210,0,0,0,0,0,0.2,527
026890,0,0,0,0,0,0.2,528
134790,0,0,0,0,0,0.2,529
462870,0,0,0,0,0,0.2,530
055550,0,0,0,0,0,0.2,531
004080,0,0,0,0,0,0.2,532
004770,0,0,0,0,0,0.2,533
403550,0,0,0,0,0,0.2,534
004920,0,0,0,0,0,0.2,535
112610,0,0,0,0,0,0.2,536
480370,0,0,0,0,0,0.2,537
308170,0,0,0,0,0,0.2,538
008700,0,0,0,0,0,0.2,539
090430,0,0,0,0,0,0.2,540
016590,0,0,0,0,0,0.2,541
029530,0,0,0,0,0,0.2,542
004970,0,0,0,0,0,0.2,543
011930,0,0,0,0,0,0.2,544
005390,0,0,0,0,0,0.2,545
004170,0,0,0,0,0,0.2,546
035510,0,0,0,0,0,0.2,547
031430,0,0,0,0,0,0.2,548
031440,0,0,0,0,0,0.2,549
006880,0,0,0,0,0,0.2,550
090435,0,0,0,0,0,0.2,551
002790,0,0,0,0,0,0.2,552
00279K,0,0,0,0,0,0.2,553
002795,0,0,0,0,0,0.2,554
002030,0,0,0,0,0,0.2,555
183190,0,0,0,0,0,0.2,556
002310,0,0,0,0,0,0.2,557
012170,0,0,0,0,0,0.2,558
267850,0,0,0,0,0,0.2,559
020560,0,0,0,0,0,0.2,560
122900,0,0,0,0,0,0.2,561
010780,0,0,0,0,0,0.2,562
031820,0,0,0,0,0,0.2,563
139990,0,0,0,0,0,0.2,564
009320,0,0,0,0,0,0.2,565
001780,0,0,0,0,0,0.2,566
018250,0,0,0,0,0,0.2,567
161000,0,0,0,0,0,0.2,568
011090,0,0,0,0,0,0.2,569
137310,0,0,0,0,0,0.2,570
278470,0,0,0,0,0,0.2,571
450080,0,0,0,0,0,0.2,572
019490,0,0,0,0,0,0.2,573
036570,0,0,0,0,0,0.2,574
085310,0,0,0,0,0,0.2,575
900140,0,0,0,0,0,0.2,576
066970,0,0,0,0,0,0.2,577
097520,0,0,0,0,0,0.2,578
484870,0,0,0,0,0,0.2,579
014440,0,0,0,0,0,0.2,580
005850,0,0,0,0,0,0.2,581
010580,0,0,0,0,0,0.2,582
012750,0,0,0,0,0,0.2,583
023960,0,0,0,0,0,0.2,584
298690,0,0,0,0,0,0.2,585
078520,0,0,0,0,0,0.2,586
015260,0,0,0,0,0,0.2,587
007460,0,0,0,0,0,0.2,588
003060,0,0,0,0,0,0.2,589
244920,0,0,0,0,0,0.2,590
111770,0,0,0,0,0,0.2,591
009970,0,0,0,0,0,0.2,592
003520,0,0,0,0,0,0.2,593
000670,0,0,0,0,0,0.2,594
006740,0,0,0,0,0,0.2,595
012280,0,0,0,0,0,0.2,596
012160,0,0,0,0,0,0.2,597
007310,0,0,0,0,0,0.2,598
002630,0,0,0,0,0,0.2,599
271560,0,0,0,0,0,0.2,600
001800,0,0,0,0,0,0.2,601
005320,0,0,0,0,0,0.2,602
011690,0,0,0,0,0,0.2,603
316140,0,0,0,0,0,0.2,604
006980,0,0,0,0,0,0.2,605
017370,0,0,0,0,0,0.2,606
105840,0,0,0,0,0,0.2,607
010400,0,0,0,0,0,0.2,608
049800,0,0,0,0,0,0.2,609
016880,0,0,0,0,0,0.2,610
002920,0,0,0,0,0,0.2,611
000700,0,0,0,0,0,0.2,612
003470,0,0,0,0,0,0.2,613
003475,0,0,0,0,0,0.2,614
072130,0,0,0,0,0,0.2,615
000220,0,0,0,0,0,0.2,616
000225,0,0,0,0,0,0.2,617
000227,0,0,0,0,0,0.2,618
001200,0,0,0,0,0,0.2,619
000100,0,0,0,0,0,0.2,620
095720,0,0,0,0,0,0.2,621
005820,0,0,0,0,0,0.2,622
008600,0,0,0,0,0,0.2,623
033270,0,0,0,0,0,0.2,624
014830,0,0,0,0,0,0.2,625
446070,0,0,0,0,0,0.2,626
000910,0,0,0,0,0,0.2,627
047400,0,0,0,0,0,0.2,628
011330,0,0,0,0,0,0.2,629
077500,0,0,0,0,0,0.2,630
000105,0,0,0,0,0,0.2,631
003460,0,0,0,0,0,0.2,632
003465,0,0,0,0,0,0.2,633
008730,0,0,0,0,0,0.2,634
008250,0,0,0,0,0,0.2,635
025820,0,0,0,0,0,0.2,636
214320,0,0,0,0,0,0.2,637
088260,0,0,0,0,0,0.2,638
139480,0,0,0,0,0,0.2,639
457190,0,0,0,0,0,0.2,640
007660,0,0,0,0,0,0.2,641
005950,0,0,0,0,0,0.2,642
015020,0,0,0,0,0,0.2,643
102460,0,0,0,0,0,0.2,644
084680,0,0,0,0,0,0.2,645
350520,0,0,0,0,0,0.2,646
334890,0,0,0,0,0,0.2,647
000760,0,0,0,0,0,0.2,648
014990,0,0,0,0,0,0.2,649
101140,0,0,0,0,0,0.2,650
006490,0,0,0,0,0,0.2,651
023800,0,0,0,0,0,0.2,652
034590,0,0,0,0,0,0.2,653
129260,0,0,0,0,0,0.2,654
023810,0,0,0,0,0,0.2,655
249420,0,0,0,0,0,0.2,656
000230,0,0,0,0,0,0.2,657
013360,0,0,0,0,0,0.2,658
003120,0,0,0,0,0,0.2,659
003200,0,0,0,0,0,0.2,660
317400,0,0,0,0,0,0.2,661
033240,0,0,0,0,0,0.2,662
000950,0,0,0,0,0,0.2,663
079900,0,0,0,0,0,0.2,664
348950,0,0,0,0,0,0.2,665
194370,0,0,0,0,0,0.2,666
025620,0,0,0,0,0,0.2,667
030000,0,0,0,0,0,0.2,668
271980,0,0,0,0,0,0.2,669
001560,0,0,0,0,0,0.2,670
007110,0,0,0,0,0,0.2,671
007570,0,0,0,0,0,0.2,672
007575,0,0,0,0,0,0.2,673
008500,0,0,0,0,0,0.2,674
081000,0,0,0,0,0,0.2,675
020760,0,0,0,0,0,0.2,676
103590,0,0,0,0,0,0.2,677
271940,0,0,0,0,0,0.2,678
015860,0,0,0,0,0,0.2,679
226320,0,0,0,0,0,0.2,680
002620,0,0,0,0,0,0.2,681
006220,0,0,0,0,0,0.2,682
089590,0,0,0,0,0,0.2,683
004910,0,0,0,0,0,0.2,684
004700,0,0,0,0,0,0.2,685
001550,0,0,0,0,0,0.2,686
462520,0,0,0,0,0,0.2,687
120030,0,0,0,0,0,0.2,688
018470,0,0,0,0,0,0.2,689
002600,0,0,0,0,0,0.2,690
185750,0,0,0,0,0,0.2,691
063160,0,0,0,0,0,0.2,692
001630,0,0,0,0,0,0.2,693
109070,0,0,0,0,0,0.2,694
044380,0,0,0,0,0,0.2,695
013890,0,0,0,0,0,0.2,696
013870,0,0,0,0,0,0.2,697
071320,0,0,0,0,0,0.2,698
088790,0,0,0,0,0,0.2,699
003780,0,0,0,0,0,0.2,700
010640,0,0,0,0,0,0.2,701
100250,0,0,0,0,0,0.2,702
051630,0,0,0,0,0,0.2,703
272450,0,0,0,0,0,0.2,704
011000,0,0,0,0,0,0.2,705
002780,0,0,0,0,0,0.2,706
002787,0,0,0,0,0,0.2,707
002785,0,0,0,0,0,0.2,708
009310,0,0,0,0,0,0.2,709
000650,0,0,0,0,0,0.2,710
033250,0,0,0,0,0,0.2,711
035720,0,0,0,0,0,0.2,712
323410,0,0,0,0,0,0.2,713
377300,0,0,0,0,0,0.2,714
001620,0,0,0,0,0,0.2,715
029460,0,0,0,0,0,0.2,716
281820,0,0,0,0,0,0.2,717
381970,0,0,0,0,0,0.2,718
145270,0,0,0,0,0,0.2,719
417310,0,0,0,0,0,0.2,720
357120,0,0,0,0,0,0.2,721
007815,0,0,0,0,0,0.2,722
007810,0,0,0,0,0,0.2,723
00781K,0,0,0,0,0,0.2,724
003690,0,0,0,0,0,0.2,725
192820,0,0,0,0,0,0.2,726
044820,0,0,0,0,0,0.2,727
005070,0,0,0,0,0,0.2,728
005420,0,0,0,0,0,0.2,729
071950,0,0,0,0,0,0.2,730
002020,0,0,0,0,0,0.2,731
