symbol,total_return,sharpe_ratio,max_drawdown,win_rate,total_trades,final_portfolio_value,data_points
122900,0,0,0,0,0,0,138
010780,0,0,0,0,0,0,138
031820,0,0,0,0,0,0,138
139990,0,0,0,0,0,0,138
009320,0,0,0,0,0,0,138
001780,0,0,0,0,0,0,138
018250,0,0,0,0,0,0,138
161000,0,0,0,0,0,0,138
011090,0,0,0,0,0,0,138
137310,0,0,0,0,0,0,138
278470,0,0,0,0,0,0,138
450080,0,0,0,0,0,0,138
019490,0,0,0,0,0,0,138
036570,0,0,0,0,0,0,138
085310,0,0,0,0,0,0,138
900140,0,0,0,0,0,0,138
066970,0,0,0,0,0,0,138
097520,0,0,0,0,0,0,138
484870,0,0,0,0,0,0,133
014440,0,0,0,0,0,0,138
005850,0,0,0,0,0,0,138
010580,0,0,0,0,0,0,138
012750,0,0,0,0,0,0,138
023960,0,0,0,0,0,0,138
298690,0,0,0,0,0,0,138
078520,0,0,0,0,0,0,138
015260,0,0,0,0,0,0,138
007460,0,0,0,0,0,0,138
003060,0,0,0,0,0,0,138
244920,0,0,0,0,0,0,138
111770,0,0,0,0,0,0,138
009970,0,0,0,0,0,0,138
003520,0,0,0,0,0,0,138
000670,0,0,0,0,0,0,138
006740,0,0,0,0,0,0,138
012280,0,0,0,0,0,0,138
012160,0,0,0,0,0,0,138
007310,0,0,0,0,0,0,138
002630,0,0,0,0,0,0,138
271560,0,0,0,0,0,0,138
001800,0,0,0,0,0,0,138
005320,0,0,0,0,0,0,138
011690,0,0,0,0,0,0,138
316140,0,0,0,0,0,0,138
006980,0,0,0,0,0,0,138
017370,0,0,0,0,0,0,138
105840,0,0,0,0,0,0,138
010400,0,0,0,0,0,0,138
049800,0,0,0,0,0,0,138
016880,0,0,0,0,0,0,138
002920,0,0,0,0,0,0,138
000700,0,0,0,0,0,0,138
003470,0,0,0,0,0,0,138
003475,0,0,0,0,0,0,138
072130,0,0,0,0,0,0,138
000220,0,0,0,0,0,0,138
000225,0,0,0,0,0,0,138
000227,0,0,0,0,0,0,138
001200,0,0,0,0,0,0,138
000100,0,0,0,0,0,0,138
095720,0,0,0,0,0,0,138
005820,0,0,0,0,0,0,138
008600,0,0,0,0,0,0,138
033270,0,0,0,0,0,0,138
014830,0,0,0,0,0,0,138
446070,0,0,0,0,0,0,138
000910,0,0,0,0,0,0,138
047400,0,0,0,0,0,0,138
011330,0,0,0,0,0,0,138
077500,0,0,0,0,0,0,138
000105,0,0,0,0,0,0,138
003460,0,0,0,0,0,0,138
003465,0,0,0,0,0,0,138
008730,0,0,0,0,0,0,138
008250,0,0,0,0,0,0,138
025820,0,0,0,0,0,0,138
214320,0,0,0,0,0,0,138
088260,0,0,0,0,0,0,138
139480,0,0,0,0,0,0,138
457190,0,0,0,0,0,0,138
007660,0,0,0,0,0,0,138
005950,0,0,0,0,0,0,138
015020,0,0,0,0,0,0,138
102460,0,0,0,0,0,0,138
084680,0,0,0,0,0,0,138
350520,0,0,0,0,0,0,138
334890,0,0,0,0,0,0,138
000760,0,0,0,0,0,0,138
014990,0,0,0,0,0,0,138
101140,0,0,0,0,0,0,138
006490,0,0,0,0,0,0,138
023800,0,0,0,0,0,0,138
034590,0,0,0,0,0,0,138
129260,0,0,0,0,0,0,138
023810,0,0,0,0,0,0,138
249420,0,0,0,0,0,0,138
000230,0,0,0,0,0,0,138
013360,0,0,0,0,0,0,138
003120,0,0,0,0,0,0,138
003200,0,0,0,0,0,0,138
317400,0,0,0,0,0,0,138
033240,0,0,0,0,0,0,138
000950,0,0,0,0,0,0,138
079900,0,0,0,0,0,0,138
348950,0,0,0,0,0,0,138
194370,0,0,0,0,0,0,138
025620,0,0,0,0,0,0,138
030000,0,0,0,0,0,0,138
271980,0,0,0,0,0,0,138
001560,0,0,0,0,0,0,138
007110,0,0,0,0,0,0,138
007570,0,0,0,0,0,0,138
007575,0,0,0,0,0,0,138
008500,0,0,0,0,0,0,138
081000,0,0,0,0,0,0,138
020760,0,0,0,0,0,0,138
103590,0,0,0,0,0,0,138
271940,0,0,0,0,0,0,138
015860,0,0,0,0,0,0,138
226320,0,0,0,0,0,0,138
002620,0,0,0,0,0,0,138
006220,0,0,0,0,0,0,138
089590,0,0,0,0,0,0,138
004910,0,0,0,0,0,0,138
004700,0,0,0,0,0,0,138
001550,0,0,0,0,0,0,138
462520,0,0,0,0,0,0,138
120030,0,0,0,0,0,0,138
018470,0,0,0,0,0,0,138
002600,0,0,0,0,0,0,138
185750,0,0,0,0,0,0,138
063160,0,0,0,0,0,0,138
001630,0,0,0,0,0,0,138
109070,0,0,0,0,0,0,138
044380,0,0,0,0,0,0,138
013890,0,0,0,0,0,0,138
013870,0,0,0,0,0,0,138
071320,0,0,0,0,0,0,138
088790,0,0,0,0,0,0,138
003780,0,0,0,0,0,0,138
010640,0,0,0,0,0,0,138
100250,0,0,0,0,0,0,138
051630,0,0,0,0,0,0,138
272450,0,0,0,0,0,0,138
011000,0,0,0,0,0,0,138
002780,0,0,0,0,0,0,138
002787,0,0,0,0,0,0,138
002785,0,0,0,0,0,0,138
009310,0,0,0,0,0,0,138
000650,0,0,0,0,0,0,138
033250,0,0,0,0,0,0,138
035720,0,0,0,0,0,0,138
323410,0,0,0,0,0,0,138
377300,0,0,0,0,0,0,138
001620,0,0,0,0,0,0,138
029460,0,0,0,0,0,0,138
281820,0,0,0,0,0,0,138
381970,0,0,0,0,0,0,138
145270,0,0,0,0,0,0,138
417310,0,0,0,0,0,0,138
357120,0,0,0,0,0,0,138
007815,0,0,0,0,0,0,138
007810,0,0,0,0,0,0,138
00781K,0,0,0,0,0,0,138
003690,0,0,0,0,0,0,138
192820,0,0,0,0,0,0,138
044820,0,0,0,0,0,0,138
005070,0,0,0,0,0,0,138
005420,0,0,0,0,0,0,138
071950,0,0,0,0,0,0,138
002020,0,0,0,0,0,0,138
138490,0,0,0,0,0,0,138
003070,0,0,0,0,0,0,138
003075,0,0,0,0,0,0,138
450140,0,0,0,0,0,0,138
45014K,0,0,0,0,0,0,138
002025,0,0,0,0,0,0,138
120110,0,0,0,0,0,0,138
120115,0,0,0,0,0,0,138
021240,0,0,0,0,0,0,138
036420,0,0,0,0,0,0,138
024720,0,0,0,0,0,0,138
192400,0,0,0,0,0,0,138
284740,0,0,0,0,0,0,138
264900,0,0,0,0,0,0,138
26490K,0,0,0,0,0,0,138
005740,0,0,0,0,0,0,138
005745,0,0,0,0,0,0,138
259960,0,0,0,0,0,0,138
020120,0,0,0,0,0,0,138
001420,0,0,0,0,0,0,138
055490,0,0,0,0,0,0,138
078000,0,0,0,0,0,0,138
214420,0,0,0,0,0,0,138
019180,0,0,0,0,0,0,138
363280,0,0,0,0,0,0,138
36328K,0,0,0,0,0,0,138
091810,0,0,0,0,0,0,138
004870,0,0,0,0,0,0,138
034230,0,0,0,0,0,0,138
039490,0,0,0,0,0,0,138
014580,0,0,0,0,0,0,138
015890,0,0,0,0,0,0,138
006890,0,0,0,0,0,0,138
003240,0,0,0,0,0,0,138
011280,0,0,0,0,0,0,138
004100,0,0,0,0,0,0,138
004105,0,0,0,0,0,0,138
009410,0,0,0,0,0,0,138
009415,0,0,0,0,0,0,138
039130,0,0,0,0,0,0,138
352820,0,0,0,0,0,0,138
071090,0,0,0,0,0,0,138
000080,0,0,0,0,0,0,138
000087,0,0,0,0,0,0,138
000140,0,0,0,0,0,0,138
000145,0,0,0,0,0,0,138
152550,0,0,0,0,0,0,138
036460,0,0,0,0,0,0,138
005430,0,0,0,0,0,0,138
005690,0,0,0,0,0,0,138
036580,0,0,0,0,0,0,138
004720,0,0,0,0,0,0,138
028670,0,0,0,0,0,0,138
010820,0,0,0,0,0,0,138
016800,0,0,0,0,0,0,138
001020,0,0,0,0,0,0,138
090080,0,0,0,0,0,0,138
010770,0,0,0,0,0,0,138
022100,0,0,0,0,0,0,138
058430,0,0,0,0,0,0,138
047050,0,0,0,0,0,0,138
003670,0,0,0,0,0,0,138
017810,0,0,0,0,0,0,138
103140,0,0,0,0,0,0,138
005810,0,0,0,0,0,0,138
950210,0,0,0,0,0,0,138
009810,0,0,0,0,0,0,138
086790,0,0,0,0,0,0,138
293480,0,0,0,0,0,0,138
071050,0,0,0,0,0,0,138
071055,0,0,0,0,0,0,138
010040,0,0,0,0,0,0,138
025540,0,0,0,0,0,0,138
010100,0,0,0,0,0,0,138
004090,0,0,0,0,0,0,138
002200,0,0,0,0,0,0,138
002960,0,0,0,0,0,0,138
000240,0,0,0,0,0,0,138
123890,0,0,0,0,0,0,138
015760,0,0,0,0,0,0,138
006200,0,0,0,0,0,0,138
027970,0,0,0,0,0,0,138
