symbol,total_return,sharpe_ratio,max_drawdown,win_rate,total_trades,final_portfolio_value,data_points
023350,0,0,0,0,0,0,138
025890,0,0,0,0,0,0,138
000970,0,0,0,0,0,0,138
104700,0,0,0,0,0,0,138
017960,0,0,0,0,0,0,138
161890,0,0,0,0,0,0,138
161390,0,0,0,0,0,0,138
128940,0,0,0,0,0,0,138
009240,0,0,0,0,0,0,138
020000,0,0,0,0,0,0,138
003680,0,0,0,0,0,0,138
105630,0,0,0,0,0,0,138
069640,0,0,0,0,0,0,138
016450,0,0,0,0,0,0,138
010420,0,0,0,0,0,0,138
009180,0,0,0,0,0,0,138
213500,0,0,0,0,0,0,138
034830,0,0,0,0,0,0,138
007280,0,0,0,0,0,0,138
047810,0,0,0,0,0,0,138
123690,0,0,0,0,0,0,138
003350,0,0,0,0,0,0,138
011500,0,0,0,0,0,0,138
002390,0,0,0,0,0,0,138
053690,0,0,0,0,0,0,138
042700,0,0,0,0,0,0,138
008930,0,0,0,0,0,0,138
014680,0,0,0,0,0,0,138
004710,0,0,0,0,0,0,138
004150,0,0,0,0,0,0,138
025750,0,0,0,0,0,0,138
004960,0,0,0,0,0,0,138
011700,0,0,0,0,0,0,138
001750,0,0,0,0,0,0,138
001755,0,0,0,0,0,0,138
018880,0,0,0,0,0,0,138
009420,0,0,0,0,0,0,138
180640,0,0,0,0,0,0,138
18064K,0,0,0,0,0,0,138
009460,0,0,0,0,0,0,138
372910,0,0,0,0,0,0,138
000880,0,0,0,0,0,0,138
00088K,0,0,0,0,0,0,138
452260,0,0,0,0,0,0,138
45226K,0,0,0,0,0,0,138
451800,0,0,0,0,0,0,138
489790,0,0,0,0,0,0,138
014130,0,0,0,0,0,0,138
300720,0,0,0,0,0,0,138
002220,0,0,0,0,0,0,138
006390,0,0,0,0,0,0,138
003300,0,0,0,0,0,0,138
051600,0,0,0,0,0,0,138
052690,0,0,0,0,0,0,138
130660,0,0,0,0,0,0,138
002320,0,0,0,0,0,0,138
003480,0,0,0,0,0,0,138
088350,0,0,0,0,0,0,138
000370,0,0,0,0,0,0,138
009830,0,0,0,0,0,0,138
009835,0,0,0,0,0,0,138
272210,0,0,0,0,0,0,138
012450,0,0,0,0,0,0,138
082740,0,0,0,0,0,0,138
042660,0,0,0,0,0,0,138
000885,0,0,0,0,0,0,138
003530,0,0,0,0,0,0,138
003535,0,0,0,0,0,0,138
195870,0,0,0,0,0,0,138
101530,0,0,0,0,0,0,138
143210,0,0,0,0,0,0,138
000720,0,0,0,0,0,0,138
000725,0,0,0,0,0,0,138
453340,0,0,0,0,0,0,138
086280,0,0,0,0,0,0,138
064350,0,0,0,0,0,0,138
079430,0,0,0,0,0,0,138
079980,0,0,0,0,0,0,138
005010,0,0,0,0,0,0,138
000540,0,0,0,0,0,0,138
000545,0,0,0,0,0,0,138
003280,0,0,0,0,0,0,138
012330,0,0,0,0,0,0,138
069960,0,0,0,0,0,0,138
004560,0,0,0,0,0,0,138
004310,0,0,0,0,0,0,138
017800,0,0,0,0,0,0,138
307950,0,0,0,0,0,0,138
011210,0,0,0,0,0,0,138
004020,0,0,0,0,0,0,138
005440,0,0,0,0,0,0,138
005380,0,0,0,0,0,0,138
005387,0,0,0,0,0,0,138
005389,0,0,0,0,0,0,138
005385,0,0,0,0,0,0,138
001500,0,0,0,0,0,0,138
011760,0,0,0,0,0,0,138
227840,0,0,0,0,0,0,138
126560,0,0,0,0,0,0,138
001450,0,0,0,0,0,0,138
057050,0,0,0,0,0,0,138
093240,0,0,0,0,0,0,138
003010,0,0,0,0,0,0,138
111110,0,0,0,0,0,0,138
008770,0,0,0,0,0,0,138
008775,0,0,0,0,0,0,138
378850,0,0,0,0,0,0,138
241590,0,0,0,0,0,0,138
006060,0,0,0,0,0,0,138
013520,0,0,0,0,0,0,138
010690,0,0,0,0,0,0,138
133820,0,0,0,0,0,0,138
010660,0,0,0,0,0,0,138
000850,0,0,0,0,0,0,138
016580,0,0,0,0,0,0,138
032560,0,0,0,0,0,0,138
004800,0,0,0,0,0,0,138
094280,0,0,0,0,0,0,138
298040,0,0,0,0,0,0,138
298020,0,0,0,0,0,0,138
093370,0,0,0,0,0,0,138
005870,0,0,0,0,0,0,138
