symbol,total_return,sharpe_ratio,max_drawdown,win_rate,total_trades,composite_score,rank
03473K,0,0,0,0,0,0.2,215
267290,0,0,0,0,0,0.2,216
012320,0,0,0,0,0,0.2,217
000050,0,0,0,0,0,0.2,218
214390,0,0,0,0,0,0.2,219
012610,0,0,0,0,0,0.2,220
009140,0,0,0,0,0,0.2,221
013580,0,0,0,0,0,0.2,222
012200,0,0,0,0,0,0.2,223
002140,0,0,0,0,0,0.2,224
010130,0,0,0,0,0,0.2,225
100840,0,0,0,0,0,0.2,226
036530,0,0,0,0,0,0.2,227
005610,0,0,0,0,0,0.2,228
465770,0,0,0,0,0,0.2,229
077970,0,0,0,0,0,0.2,230
002820,0,0,0,0,0,0.2,231
084870,0,0,0,0,0,0.2,232
002710,0,0,0,0,0,0.2,233
069260,0,0,0,0,0,0.2,234
007980,0,0,0,0,0,0.2,235
002350,0,0,0,0,0,0.2,236
002355,0,0,0,0,0,0.2,237
092790,0,0,0,0,0,0.2,238
251270,0,0,0,0,0,0.2,239
090350,0,0,0,0,0,0.2,240
000320,0,0,0,0,0,0.2,241
006280,0,0,0,0,0,0.2,242
005250,0,0,0,0,0,0.2,243
004370,0,0,0,0,0,0.2,244
072710,0,0,0,0,0,0.2,245
096770,0,0,0,0,0,0.2,246
096775,0,0,0,0,0,0.2,247
475150,0,0,0,0,0,0.2,248
001510,0,0,0,0,0,0.2,249
285130,0,0,0,0,0,0.2,250
28513K,0,0,0,0,0,0.2,251
017670,0,0,0,0,0,0.2,252
000660,0,0,0,0,0,0.2,253
003570,0,0,0,0,0,0.2,254
064960,0,0,0,0,0,0.2,255
002900,0,0,0,0,0,0.2,256
024070,0,0,0,0,0,0.2,257
037270,0,0,0,0,0,0.2,258
139130,0,0,0,0,0,0.2,259
000500,0,0,0,0,0,0.2,260
000860,0,0,0,0,0,0.2,261
035250,0,0,0,0,0,0.2,262
011420,0,0,0,0,0,0.2,263
002100,0,0,0,0,0,0.2,264
009450,0,0,0,0,0,0.2,265
014530,0,0,0,0,0,0.2,266
014280,0,0,0,0,0,0.2,267
008870,0,0,0,0,0,0.2,268
002990,0,0,0,0,0,0.2,269
011780,0,0,0,0,0,0.2,270
011785,0,0,0,0,0,0.2,271
214330,0,0,0,0,0,0.2,272
001210,0,0,0,0,0,0.2,273
073240,0,0,0,0,0,0.2,274
092440,0,0,0,0,0,0.2,275
002240,0,0,0,0,0,0.2,276
009290,0,0,0,0,0,0.2,277
017040,0,0,0,0,0,0.2,278
017900,0,0,0,0,0,0.2,279
037710,0,0,0,0,0,0.2,280
030610,0,0,0,0,0,0.2,281
339770,0,0,0,0,0,0.2,282
007690,0,0,0,0,0,0.2,283
002720,0,0,0,0,0,0.2,284
083420,0,0,0,0,0,0.2,285
000270,0,0,0,0,0,0.2,286
024110,0,0,0,0,0,0.2,287
013700,0,0,0,0,0,0.2,288
004540,0,0,0,0,0,0.2,289
001260,0,0,0,0,0,0.2,290
008350,0,0,0,0,0,0.2,291
004270,0,0,0,0,0,0.2,292
003920,0,0,0,0,0,0.2,293
025860,0,0,0,0,0,0.2,294
005720,0,0,0,0,0,0.2,295
058730,0,0,0,0,0,0.2,296
030210,0,0,0,0,0,0.2,297
023590,0,0,0,0,0,0.2,298
145210,0,0,0,0,0,0.2,299
483650,0,0,0,0,0,0.2,300
019680,0,0,0,0,0,0.2,301
019685,0,0,0,0,0,0.2,302
006370,0,0,0,0,0,0.2,303
008060,0,0,0,0,0,0.2,304
00806K,0,0,0,0,0,0.2,305
353200,0,0,0,0,0,0.2,306
35320K,0,0,0,0,0,0.2,307
000490,0,0,0,0,0,0.2,308
005750,0,0,0,0,0,0.2,309
006570,0,0,0,0,0,0.2,310
001680,0,0,0,0,0,0.2,311
001685,0,0,0,0,0,0.2,312
084690,0,0,0,0,0,0.2,313
084695,0,0,0,0,0,0.2,314
128820,0,0,0,0,0,0.2,315
117580,0,0,0,0,0,0.2,316
016710,0,0,0,0,0,0.2,317
003540,0,0,0,0,0,0.2,318
003547,0,0,0,0,0,0.2,319
003545,0,0,0,0,0,0.2,320
009190,0,0,0,0,0,0.2,321
014160,0,0,0,0,0,0.2,322
047040,0,0,0,0,0,0.2,323
003090,0,0,0,0,0,0.2,324
069620,0,0,0,0,0,0.2,325
084010,0,0,0,0,0,0.2,326
001790,0,0,0,0,0,0.2,327
001795,0,0,0,0,0,0.2,328
001130,0,0,0,0,0,0.2,329
003490,0,0,0,0,0,0.2,330
003495,0,0,0,0,0,0.2,331
005880,0,0,0,0,0,0.2,332
003830,0,0,0,0,0,0.2,333
016090,0,0,0,0,0,0.2,334
069460,0,0,0,0,0,0.2,335
000430,0,0,0,0,0,0.2,336
006340,0,0,0,0,0,0.2,337
006345,0,0,0,0,0,0.2,338
003220,0,0,0,0,0,0.2,339
024890,0,0,0,0,0,0.2,340
012800,0,0,0,0,0,0.2,341
015230,0,0,0,0,0,0.2,342
001070,0,0,0,0,0,0.2,343
006650,0,0,0,0,0,0.2,344
001440,0,0,0,0,0,0.2,345
475560,0,0,0,0,0,0.2,346
192080,0,0,0,0,0,0.2,347
012510,0,0,0,0,0,0.2,348
004830,0,0,0,0,0,0.2,349
145720,0,0,0,0,0,0.2,350
002150,0,0,0,0,0,0.2,351
460850,0,0,0,0,0,0.2,352
460860,0,0,0,0,0,0.2,353
001230,0,0,0,0,0,0.2,354
023450,0,0,0,0,0,0.2,355
082640,0,0,0,0,0,0.2,356
008970,0,0,0,0,0,0.2,357
049770,0,0,0,0,0,0.2,358
018500,0,0,0,0,0,0.2,359
006040,0,0,0,0,0,0.2,360
030720,0,0,0,0,0,0.2,361
014820,0,0,0,0,0,0.2,362
163560,0,0,0,0,0,0.2,363
004890,0,0,0,0,0,0.2,364
002690,0,0,0,0,0,0.2,365
004140,0,0,0,0,0,0.2,366
007590,0,0,0,0,0,0.2,367
005960,0,0,0,0,0,0.2,368
026960,0,0,0,0,0,0.2,369
102260,0,0,0,0,0,0.2,370
000640,0,0,0,0,0,0.2,371
170900,0,0,0,0,0,0.2,372
028100,0,0,0,0,0,0.2,373
001520,0,0,0,0,0,0.2,374
084670,0,0,0,0,0,0.2,375
000020,0,0,0,0,0,0.2,376
000150,0,0,0,0,0,0.2,377
000157,0,0,0,0,0,0.2,378
454910,0,0,0,0,0,0.2,379
241560,0,0,0,0,0,0.2,380
034020,0,0,0,0,0,0.2,381
000155,0,0,0,0,0,0.2,382
336260,0,0,0,0,0,0.2,383
33626K,0,0,0,0,0,0.2,384
33626L,0,0,0,0,0,0.2,385
016740,0,0,0,0,0,0.2,386
192650,0,0,0,0,0,0.2,387
024090,0,0,0,0,0,0.2,388
003160,0,0,0,0,0,0.2,389
092200,0,0,0,0,0,0.2,390
377190,0,0,0,0,0,0.2,391
013570,0,0,0,0,0,0.2,392
024900,0,0,0,0,0,0.2,393
210540,0,0,0,0,0,0.2,394
032350,0,0,0,0,0,0.2,395
089860,0,0,0,0,0,0.2,396
330590,0,0,0,0,0,0.2,397
000400,0,0,0,0,0,0.2,398
023530,0,0,0,0,0,0.2,399
020150,0,0,0,0,0,0.2,400
280360,0,0,0,0,0,0.2,401
286940,0,0,0,0,0,0.2,402
004000,0,0,0,0,0,0.2,403
004990,0,0,0,0,0,0.2,404
005300,0,0,0,0,0,0.2,405
005305,0,0,0,0,0,0.2,406
011170,0,0,0,0,0,0.2,407
071840,0,0,0,0,0,0.2,408
027740,0,0,0,0,0,0.2,409
357430,0,0,0,0,0,0.2,410
088980,0,0,0,0,0,0.2,411
094800,0,0,0,0,0,0.2,412
138040,0,0,0,0,0,0.2,413
118000,0,0,0,0,0,0.2,414
017180,0,0,0,0,0,0.2,415
009900,0,0,0,0,0,0.2,416
012690,0,0,0,0,0,0.2,417
005360,0,0,0,0,0,0.2,418
070960,0,0,0,0,0,0.2,419
009680,0,0,0,0,0,0.2,420
009580,0,0,0,0,0,0.2,421
009200,0,0,0,0,0,0.2,422
033920,0,0,0,0,0,0.2,423
008420,0,0,0,0,0,0.2,424
007120,0,0,0,0,0,0.2,425
377740,0,0,0,0,0,0.2,426
003610,0,0,0,0,0,0.2,427
035150,0,0,0,0,0,0.2,428
007210,0,0,0,0,0,0.2,429
002760,0,0,0,0,0,0.2,430
003850,0,0,0,0,0,0.2,431
000890,0,0,0,0,0,0.2,432
003000,0,0,0,0,0,0.2,433
001270,0,0,0,0,0,0.2,434
026940,0,0,0,0,0,0.2,435
011390,0,0,0,0,0,0.2,436
002070,0,0,0,0,0,0.2,437
100220,0,0,0,0,0,0.2,438
090460,0,0,0,0,0,0.2,439
005180,0,0,0,0,0,0.2,440
003960,0,0,0,0,0,0.2,441
008040,0,0,0,0,0,0.2,442
007160,0,0,0,0,0,0.2,443
014710,0,0,0,0,0,0.2,444
006090,0,0,0,0,0,0.2,445
396690,0,0,0,0,0,0.2,446
357250,0,0,0,0,0,0.2,447
085620,0,0,0,0,0,0.2,448
006800,0,0,0,0,0,0.2,449
00680K,0,0,0,0,0,0.2,450
006805,0,0,0,0,0,0.2,451
081660,0,0,0,0,0,0.2,452
002840,0,0,0,0,0,0.2,453
268280,0,0,0,0,0,0.2,454
003650,0,0,0,0,0,0.2,455
062040,0,0,0,0,0,0.2,456
028050,0,0,0,0,0,0.2,457
448730,0,0,0,0,0,0.2,458
006400,0,0,0,0,0,0.2,459
006405,0,0,0,0,0,0.2,460
006660,0,0,0,0,0,0.2,461
028260,0,0,0,0,0,0.2,462
02826K,0,0,0,0,0,0.2,463
207940,0,0,0,0,0,0.2,464
032830,0,0,0,0,0,0.2,465
000810,0,0,0,0,0,0.2,466
000815,0,0,0,0,0,0.2,467
006110,0,0,0,0,0,0.2,468
145990,0,0,0,0,0,0.2,469
003230,0,0,0,0,0,0.2,470
002170,0,0,0,0,0,0.2,471
272550,0,0,0,0,0,0.2,472
000070,0,0,0,0,0,0.2,473
003720,0,0,0,0,0,0.2,474
002810,0,0,0,0,0,0.2,475
018260,0,0,0,0,0,0.2,476
009150,0,0,0,0,0,0.2,477
009155,0,0,0,0,0,0.2,478
005930,0,0,0,0,0,0.2,479
005935,0,0,0,0,0,0.2,480
001360,0,0,0,0,0,0.2,481
010140,0,0,0,0,0,0.2,482
016360,0,0,0,0,0,0.2,483
068290,0,0,0,0,0,0.2,484
029780,0,0,0,0,0,0.2,485
200880,0,0,0,0,0,0.2,486
017390,0,0,0,0,0,0.2,487
031210,0,0,0,0,0,0.2,488
004410,0,0,0,0,0,0.2,489
021050,0,0,0,0,0,0.2,490
008490,0,0,0,0,0,0.2,491
136490,0,0,0,0,0,0.2,492
014910,0,0,0,0,0,0.2,493
004980,0,0,0,0,0,0.2,494
004985,0,0,0,0,0,0.2,495
005680,0,0,0,0,0,0.2,496
023000,0,0,0,0,0,0.2,497
002450,0,0,0,0,0,0.2,498
004440,0,0,0,0,0,0.2,499
000520,0,0,0,0,0,0.2,500
009770,0,0,0,0,0,0.2,501
005500,0,0,0,0,0,0.2,502
004690,0,0,0,0,0,0.2,503
010960,0,0,0,0,0,0.2,504
004450,0,0,0,0,0,0.2,505
058650,0,0,0,0,0,0.2,506
013000,0,0,0,0,0,0.2,507
021820,0,0,0,0,0,0.2,508
067830,0,0,0,0,0,0.2,509
075580,0,0,0,0,0,0.2,510
068270,0,0,0,0,0,0.2,511
336370,0,0,0,0,0,0.2,512
33637K,0,0,0,0,0,0.2,513
33637L,0,0,0,0,0,0.2,514
248070,0,0,0,0,0,0.2,515
009470,0,0,0,0,0,0.2,516
011230,0,0,0,0,0,0.2,517
001820,0,0,0,0,0,0.2,518
000390,0,0,0,0,0,0.2,519
001290,0,0,0,0,0,0.2,520
041650,0,0,0,0,0,0.2,521
075180,0,0,0,0,0,0.2,522
007540,0,0,0,0,0,0.2,523
248170,0,0,0,0,0,0.2,524
007860,0,0,0,0,0,0.2,525
011300,0,0,0,0,0,0.2,526
000180,0,0,0,0,0,0.2,527
002420,0,0,0,0,0,0.2,528
004360,0,0,0,0,0,0.2,529
004365,0,0,0,0,0,0.2,530
004490,0,0,0,0,0,0.2,531
001430,0,0,0,0,0,0.2,532
306200,0,0,0,0,0,0.2,533
003030,0,0,0,0,0,0.2,534
019440,0,0,0,0,0,0.2,535
004430,0,0,0,0,0,0.2,536
017550,0,0,0,0,0,0.2,537
126720,0,0,0,0,0,0.2,538
053210,0,0,0,0,0,0.2,539
026890,0,0,0,0,0,0.2,540
462870,0,0,0,0,0,0.2,541
016590,0,0,0,0,0,0.2,542
029530,0,0,0,0,0,0.2,543
004970,0,0,0,0,0,0.2,544
011930,0,0,0,0,0,0.2,545
002870,0,0,0,0,0,0.2,546
019170,0,0,0,0,0,0.2,547
481850,0,0,0,0,0,0.2,548
404990,0,0,0,0,0,0.2,549
293940,0,0,0,0,0,0.2,550
055550,0,0,0,0,0,0.2,551
004770,0,0,0,0,0,0.2,552
403550,0,0,0,0,0,0.2,553
004920,0,0,0,0,0,0.2,554
112610,0,0,0,0,0,0.2,555
480370,0,0,0,0,0,0.2,556
308170,0,0,0,0,0,0.2,557
008700,0,0,0,0,0,0.2,558
090430,0,0,0,0,0,0.2,559
090435,0,0,0,0,0,0.2,560
002790,0,0,0,0,0,0.2,561
00279K,0,0,0,0,0,0.2,562
002795,0,0,0,0,0,0.2,563
002030,0,0,0,0,0,0.2,564
183190,0,0,0,0,0,0.2,565
005390,0,0,0,0,0,0.2,566
004170,0,0,0,0,0,0.2,567
035510,0,0,0,0,0,0.2,568
031430,0,0,0,0,0,0.2,569
031440,0,0,0,0,0,0.2,570
006880,0,0,0,0,0,0.2,571
005800,0,0,0,0,0,0.2,572
001720,0,0,0,0,0,0.2,573
009270,0,0,0,0,0,0.2,574
002700,0,0,0,0,0,0.2,575
002310,0,0,0,0,0,0.2,576
012170,0,0,0,0,0,0.2,577
267850,0,0,0,0,0,0.2,578
020560,0,0,0,0,0,0.2,579
122900,0,0,0,0,0,0.2,580
010780,0,0,0,0,0,0.2,581
031820,0,0,0,0,0,0.2,582
139990,0,0,0,0,0,0.2,583
009320,0,0,0,0,0,0.2,584
001780,0,0,0,0,0,0.2,585
015260,0,0,0,0,0,0.2,586
007460,0,0,0,0,0,0.2,587
003060,0,0,0,0,0,0.2,588
244920,0,0,0,0,0,0.2,589
278470,0,0,0,0,0,0.2,590
450080,0,0,0,0,0,0.2,591
019490,0,0,0,0,0,0.2,592
036570,0,0,0,0,0,0.2,593
085310,0,0,0,0,0,0.2,594
900140,0,0,0,0,0,0.2,595
066970,0,0,0,0,0,0.2,596
097520,0,0,0,0,0,0.2,597
484870,0,0,0,0,0,0.2,598
014440,0,0,0,0,0,0.2,599
111770,0,0,0,0,0,0.2,600
009970,0,0,0,0,0,0.2,601
003520,0,0,0,0,0,0.2,602
000670,0,0,0,0,0,0.2,603
006740,0,0,0,0,0,0.2,604
012280,0,0,0,0,0,0.2,605
018250,0,0,0,0,0,0.2,606
161000,0,0,0,0,0,0.2,607
011090,0,0,0,0,0,0.2,608
137310,0,0,0,0,0,0.2,609
005850,0,0,0,0,0,0.2,610
010580,0,0,0,0,0,0.2,611
012750,0,0,0,0,0,0.2,612
023960,0,0,0,0,0,0.2,613
298690,0,0,0,0,0,0.2,614
078520,0,0,0,0,0,0.2,615
012160,0,0,0,0,0,0.2,616
007310,0,0,0,0,0,0.2,617
002630,0,0,0,0,0,0.2,618
271560,0,0,0,0,0,0.2,619
001800,0,0,0,0,0,0.2,620
005320,0,0,0,0,0,0.2,621
011690,0,0,0,0,0,0.2,622
316140,0,0,0,0,0,0.2,623
006980,0,0,0,0,0,0.2,624
017370,0,0,0,0,0,0.2,625
001200,0,0,0,0,0,0.2,626
000100,0,0,0,0,0,0.2,627
000105,0,0,0,0,0,0.2,628
003460,0,0,0,0,0,0.2,629
008730,0,0,0,0,0,0.2,630
008250,0,0,0,0,0,0.2,631
025820,0,0,0,0,0,0.2,632
214320,0,0,0,0,0,0.2,633
088260,0,0,0,0,0,0.2,634
139480,0,0,0,0,0,0.2,635
105840,0,0,0,0,0,0.2,636
010400,0,0,0,0,0,0.2,637
049800,0,0,0,0,0,0.2,638
016880,0,0,0,0,0,0.2,639
095720,0,0,0,0,0,0.2,640
008600,0,0,0,0,0,0.2,641
033270,0,0,0,0,0,0.2,642
014830,0,0,0,0,0,0.2,643
446070,0,0,0,0,0,0.2,644
000910,0,0,0,0,0,0.2,645
457190,0,0,0,0,0,0.2,646
007660,0,0,0,0,0,0.2,647
005950,0,0,0,0,0,0.2,648
015020,0,0,0,0,0,0.2,649
102460,0,0,0,0,0,0.2,650
084680,0,0,0,0,0,0.2,651
350520,0,0,0,0,0,0.2,652
334890,0,0,0,0,0,0.2,653
000760,0,0,0,0,0,0.2,654
014990,0,0,0,0,0,0.2,655
047400,0,0,0,0,0,0.2,656
011330,0,0,0,0,0,0.2,657
077500,0,0,0,0,0,0.2,658
002920,0,0,0,0,0,0.2,659
000700,0,0,0,0,0,0.2,660
003470,0,0,0,0,0,0.2,661
003475,0,0,0,0,0,0.2,662
072130,0,0,0,0,0,0.2,663
000220,0,0,0,0,0,0.2,664
000225,0,0,0,0,0,0.2,665
101140,0,0,0,0,0,0.2,666
006490,0,0,0,0,0,0.2,667
023800,0,0,0,0,0,0.2,668
034590,0,0,0,0,0,0.2,669
129260,0,0,0,0,0,0.2,670
023810,0,0,0,0,0,0.2,671
249420,0,0,0,0,0,0.2,672
000230,0,0,0,0,0,0.2,673
013360,0,0,0,0,0,0.2,674
003120,0,0,0,0,0,0.2,675
317400,0,0,0,0,0,0.2,676
033240,0,0,0,0,0,0.2,677
000950,0,0,0,0,0,0.2,678
079900,0,0,0,0,0,0.2,679
348950,0,0,0,0,0,0.2,680
194370,0,0,0,0,0,0.2,681
025620,0,0,0,0,0,0.2,682
030000,0,0,0,0,0,0.2,683
271980,0,0,0,0,0,0.2,684
001560,0,0,0,0,0,0.2,685
003200,0,0,0,0,0,0.2,686
007110,0,0,0,0,0,0.2,687
007570,0,0,0,0,0,0.2,688
008500,0,0,0,0,0,0.2,689
081000,0,0,0,0,0,0.2,690
020760,0,0,0,0,0,0.2,691
103590,0,0,0,0,0,0.2,692
271940,0,0,0,0,0,0.2,693
015860,0,0,0,0,0,0.2,694
226320,0,0,0,0,0,0.2,695
002620,0,0,0,0,0,0.2,696
006220,0,0,0,0,0,0.2,697
089590,0,0,0,0,0,0.2,698
004910,0,0,0,0,0,0.2,699
004700,0,0,0,0,0,0.2,700
001550,0,0,0,0,0,0.2,701
462520,0,0,0,0,0,0.2,702
120030,0,0,0,0,0,0.2,703
018470,0,0,0,0,0,0.2,704
185750,0,0,0,0,0,0.2,705
063160,0,0,0,0,0,0.2,706
001630,0,0,0,0,0,0.2,707
109070,0,0,0,0,0,0.2,708
044380,0,0,0,0,0,0.2,709
013890,0,0,0,0,0,0.2,710
013870,0,0,0,0,0,0.2,711
071320,0,0,0,0,0,0.2,712
088790,0,0,0,0,0,0.2,713
003780,0,0,0,0,0,0.2,714
010640,0,0,0,0,0,0.2,715
001620,0,0,0,0,0,0.2,716
029460,0,0,0,0,0,0.2,717
281820,0,0,0,0,0,0.2,718
381970,0,0,0,0,0,0.2,719
145270,0,0,0,0,0,0.2,720
417310,0,0,0,0,0,0.2,721
357120,0,0,0,0,0,0.2,722
007810,0,0,0,0,0,0.2,723
003690,0,0,0,0,0,0.2,724
192820,0,0,0,0,0,0.2,725
044820,0,0,0,0,0,0.2,726
005070,0,0,0,0,0,0.2,727
005420,0,0,0,0,0,0.2,728
071950,0,0,0,0,0,0.2,729
